,Name,Club,Crossing,Finishing,HeadingAccuracy,Volleys,Dribbling,Curve,BallControl,Acceleration,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Positioning,Vision,Marking
271,Luis Alberto,Lazio,76,80,49,76,86,86,88,77,74,77,54,73,67,77,81,87,44
272,Jonathan Viera,Beijing Sinobo Guoan FC,75,78,41,65,84,80,82,86,92,70,88,79,67,79,72,84,56
273,Bartra,Real Betis,55,55,82,43,70,66,80,75,71,66,89,67,71,62,61,75,77
274,S. Coates,Sporting CP,17,42,80,39,64,39,62,46,30,50,54,81,94,30,49,50,84
275,Willian José,Real Sociedad,54,84,84,80,79,68,80,62,43,84,72,73,90,77,87,68,40
276,Mário Fernandes,PFC CSKA Moscow,76,56,76,52,77,66,79,79,61,71,84,87,75,58,76,73,83
277,Víctor Ruiz,Villarreal CF,54,37,77,39,53,67,71,55,58,59,78,72,87,38,39,56,81
278,T. Delaney,Borussia Dortmund,67,72,83,66,73,71,77,76,74,78,91,90,79,74,75,77,80
279,K. Casteels,VfL Wolfsburg,15,15,14,13,14,20,23,44,43,21,58,44,72,18,15,42,11
280,M. Götze,Borussia Dortmund,78,75,51,86,84,81,90,74,85,68,58,73,68,66,81,86,63
281,S. Mustafi,Arsenal,53,58,81,51,53,55,70,58,67,66,83,68,78,52,50,55,80
282,J. Pastore,Roma,77,73,61,78,87,83,86,69,63,78,49,62,64,76,78,87,45
283,Pedro,Chelsea,78,78,55,70,84,81,85,79,80,77,66,70,47,79,82,77,49
284,G. Bonaventura,Milan,82,70,70,78,83,78,85,75,77,84,69,84,66,86,78,82,74
285,R. Bürki,Borussia Dortmund,15,8,17,13,12,13,23,44,52,22,74,36,74,14,10,50,11
286,Taison,Shakhtar Donetsk,73,76,56,82,87,52,85,93,83,83,62,79,62,83,74,79,38
287,S. Nzonzi,Roma,59,64,79,55,72,73,81,44,31,79,75,86,92,66,70,77,81
288,Marlos,Shakhtar Donetsk,76,79,53,68,87,82,88,85,84,77,68,78,62,78,77,82,45
289,A. Ramsey,Arsenal,75,74,58,79,81,70,82,64,74,81,66,89,67,74,84,79,66
290,K. Trippier,Tottenham Hotspur,91,48,73,54,75,87,80,76,74,75,73,88,65,70,75,80,77
291,A. Kolarov,Roma,91,55,80,64,79,85,76,73,58,91,80,84,77,83,75,77,81
292,G. Sigurðsson,Everton,86,77,60,75,80,87,85,58,63,83,68,86,68,86,79,86,57
293,S. Giovinco,Toronto FC,72,80,34,75,86,90,86,88,91,80,34,77,42,81,82,81,23
294,M. Arnautović,West Ham United,80,78,74,79,84,79,85,79,66,84,67,78,84,75,83,77,43
295,N. Gaitán,Dalian YiFang FC,80,71,54,81,84,88,83,84,81,72,81,69,46,73,77,82,35
296,J. Henderson,Liverpool,81,67,65,72,73,80,80,67,70,77,79,91,72,71,75,83,77
297,M. Kruse,SV Werder Bremen,81,83,63,80,82,80,85,69,76,81,65,71,72,79,85,83,57
298,M. Parolo,Lazio,70,70,75,76,75,67,79,68,71,87,77,88,77,86,82,78,78
299,L. Fejsa,SL Benfica,50,49,73,53,68,43,72,52,58,73,73,90,78,62,50,63,82
300,A. Rami,Olympique de Marseille,36,45,77,45,56,43,68,52,54,77,76,84,91,58,24,44,81
301,V. Ćorluka,Lokomotiv Moscow,68,44,83,38,65,69,73,49,46,64,81,80,86,50,45,60,79
302,G. Wijnaldum,Liverpool,67,70,72,73,84,76,84,77,81,76,80,85,72,71,79,78,74
303,F. Fazio,Roma,44,41,89,35,48,46,72,36,32,63,41,74,91,26,32,47,85
304,O. Giroud,Chelsea,64,83,90,82,70,70,83,43,54,85,84,62,88,74,83,76,37
305,Marcano,Roma,49,43,83,34,54,39,67,67,56,65,91,78,77,42,30,48,85
306,A. Guardado,Real Betis,73,60,55,69,80,78,84,74,88,74,74,84,57,72,70,83,75
307,E. Garay,Valencia CF,62,58,80,49,60,55,73,34,34,80,76,62,88,64,42,63,82
308,Jardel,SL Benfica,46,38,85,27,52,30,60,50,34,58,77,68,89,37,30,49,85
309,S. Sirigu,Torino,13,10,11,12,15,11,18,50,55,20,68,34,66,14,10,55,14
310,E. Viviano,Sporting CP,12,17,13,13,18,14,22,30,32,21,66,29,58,18,10,60,27
311,L. Koscielny,Arsenal,52,32,80,35,62,22,66,64,61,54,78,62,75,47,41,56,80
312,A. Consigli,Sassuolo,10,10,10,19,10,15,23,48,40,24,80,31,51,19,10,46,10
313,L. Biglia,Milan,74,50,54,78,80,71,84,65,78,77,62,75,65,75,50,80,80
314,Dani Alves,Paris Saint-Germain,85,61,72,68,84,80,86,77,87,86,80,74,55,78,74,78,72
315,David Villa,New York City FC,71,86,67,79,83,83,85,72,73,81,67,70,66,79,86,75,30
316,Aduriz,Athletic Club de Bilbao,54,83,92,80,76,61,82,64,55,82,90,60,82,78,87,73,58
317,P. Čech,Arsenal,19,12,19,17,12,13,22,35,34,21,50,32,63,11,13,53,12
318,Casillas,FC Porto,13,12,25,14,25,25,23,59,46,28,77,43,70,13,16,65,24
319,M. Rashford,Manchester United,75,78,71,72,83,77,80,90,77,87,68,79,71,77,81,74,32
320,Laure Santeiro,Fluminense,73,72,44,67,82,56,82,86,88,67,44,67,48,75,82,80,29
321,L. Bailey,Bayer 04 Leverkusen,77,75,57,75,86,77,82,94,84,79,86,76,59,77,80,77,45
322,M. Akanji,Borussia Dortmund,51,36,75,40,67,42,75,72,66,58,78,76,84,45,33,66,82
323,F. de Jong,Ajax,75,52,64,64,86,74,88,74,78,68,76,74,69,55,63,85,69
324,Nélson Semedo,FC Barcelona,74,50,58,42,80,61,78,91,83,74,80,91,62,60,72,62,75
325,Pablo Fornals,Villarreal CF,74,77,50,70,81,63,81,71,76,75,59,77,67,80,77,86,72
326,Fabián,Napoli,72,79,67,65,81,74,83,69,66,75,46,73,69,82,80,82,70
327,E. Bailly,Manchester United,51,33,79,42,60,46,65,68,62,55,85,72,85,48,47,54,80
328,Dani Ceballos,Real Madrid,74,68,41,62,85,73,85,73,79,64,52,75,62,71,76,83,62
329,H. Lozano,PSV,75,77,60,75,84,72,80,94,76,76,75,80,59,76,77,75,45
330,Morales,Levante UD,79,80,54,64,87,82,83,88,80,76,62,82,60,80,77,75,63
331,J. Seri,Fulham,72,69,60,47,78,81,84,75,88,78,69,75,63,76,73,83,69
332,M. Politano,Inter,79,74,40,73,84,77,83,85,82,78,50,79,45,82,77,75,63
333,M. Brozović,Inter,72,69,62,65,81,79,83,69,74,80,68,84,66,81,69,80,75
334,Williams,Athletic Club de Bilbao,78,77,70,68,82,49,81,92,55,85,86,75,85,78,76,75,52
335,A. Correa,Atlético Madrid,74,82,67,79,87,82,87,87,83,80,50,74,63,83,82,78,58
336,A. Christensen,Chelsea,49,36,80,25,68,32,74,66,61,31,72,69,73,20,32,62,80
337,João Mário,Inter,77,64,55,69,83,74,83,73,77,76,64,79,68,72,77,81,57
338,T. Strakosha,Lazio,18,18,11,11,14,14,15,41,47,18,49,23,56,14,18,49,20
339,E. Hysaj,Napoli,78,47,66,40,75,40,77,79,69,68,69,87,69,43,63,59,80
340,P. Zieliński,Napoli,77,65,52,70,84,80,85,82,76,76,54,72,54,80,77,82,69
341,Ricardo Pereira,Leicester City,81,61,64,56,83,78,79,88,77,67,74,84,60,62,75,75,76
342,Grimaldo,SL Benfica,83,50,65,58,83,85,82,85,86,78,64,83,63,72,75,60,73
343,R. Guerreiro,Borussia Dortmund,85,75,52,78,83,84,84,82,86,79,63,72,49,82,77,79,67
344,A. Doucouré,Watford,68,73,66,68,78,41,80,63,69,84,72,93,81,75,73,76,79
345,J. Martínez,Atlanta United,53,84,77,73,75,68,78,89,90,79,86,72,73,65,84,58,20
346,C. Bacca,Villarreal CF,60,84,75,78,80,69,80,73,77,80,74,66,74,60,90,68,40
347,A. Plea,Borussia Mönchengladbach,78,82,73,81,78,78,79,78,78,83,75,82,77,81,83,78,29
348,B. Davies,Tottenham Hotspur,83,58,69,48,76,72,79,76,68,65,73,85,69,52,71,75,78
349,M. Nastasić,FC Schalke 04,46,30,78,32,43,72,65,65,59,44,81,62,78,22,30,55,83
350,A. Milik,Napoli,58,88,78,76,74,71,78,69,63,85,62,73,78,82,81,60,35
351,M. Sabitzer,RB Leipzig,70,79,56,78,79,74,81,83,79,86,75,84,76,81,81,79,58
352,B. Mendy,Manchester City,87,33,65,31,80,80,79,77,70,79,71,81,81,65,77,76,78
353,C. Kramer,Borussia Mönchengladbach,61,45,58,49,71,54,81,52,54,53,51,93,69,40,70,73,80
354,S. Vrsaljko,Inter,82,44,73,53,74,70,79,82,72,75,85,90,73,58,65,68,77
355,T. Hazard,Borussia Mönchengladbach,77,69,38,80,85,83,83,86,83,78,63,77,62,77,81,80,30
356,K. Bellarabi,Bayer 04 Leverkusen,76,72,48,72,87,70,83,90,78,85,75,73,68,77,76,76,31
357,S. Zaza,Torino,52,80,79,81,77,71,79,79,69,85,89,76,88,72,83,66,54
358,F. Ghoulam,Napoli,85,54,70,52,79,77,80,71,62,80,73,88,68,69,69,69,79
359,B. Lecomte,Montpellier HSC,13,11,10,10,11,20,23,44,25,18,62,34,55,10,10,41,17
360,J. Iličić,Atalanta,78,78,58,80,83,77,87,67,56,87,33,64,74,87,80,82,53
361,K. Volland,Bayer 04 Leverkusen,78,81,67,77,79,79,81,78,84,85,78,88,82,81,81,81,22
362,Paco Alcácer,Borussia Dortmund,53,85,77,84,78,78,81,82,84,80,75,65,64,68,86,65,50
363,Vitolo,Atlético Madrid,78,77,65,75,84,76,83,78,63,77,70,80,81,73,80,78,68
364,G. Xhaka,Arsenal,71,49,62,50,70,73,80,47,61,88,32,80,75,80,77,81,68
365,D. Tadić,Ajax,83,74,63,73,85,83,86,69,80,69,64,69,62,65,75,85,46
366,C. Aránguiz,Bayer 04 Leverkusen,78,64,53,68,75,75,82,76,85,80,61,87,63,75,75,81,74
367,S. Verdi,Napoli,82,67,42,74,84,84,86,88,90,81,51,75,48,77,76,82,55
368,D. Lovren,Liverpool,59,33,80,42,63,26,67,54,41,63,81,68,82,34,21,56,77
369,G. Medel,Beşiktaş JK,50,31,68,58,63,35,71,72,92,65,89,84,83,59,58,72,80
370,X. Shaqiri,Liverpool,78,71,45,76,86,88,84,84,91,87,52,75,73,84,74,81,35
371,J. Corona,FC Porto,73,76,67,75,91,85,84,87,87,66,72,74,39,67,80,77,52
372,A. Areola,Paris Saint-Germain,20,19,14,16,12,16,22,54,58,25,59,28,80,14,17,34,11
373,K. Vogt,TSG 1899 Hoffenheim,60,50,79,51,67,50,71,66,47,78,54,74,85,57,55,67,82
374,Ander Herrera,Manchester United,74,71,58,65,77,80,82,75,78,75,61,87,67,69,78,78,78
375,E. Salvio,SL Benfica,78,77,73,72,85,79,84,89,76,80,87,85,63,76,83,76,49
376,S. El Shaarawy,Roma,74,78,51,79,84,83,86,86,81,74,60,68,54,74,78,73,59
377,C. Smalling,Manchester United,52,54,82,49,59,49,58,61,45,42,76,71,87,35,48,49,81
378,Hulk,Shanghai SIPG FC,76,81,69,73,82,78,79,81,59,94,69,86,92,90,82,75,50
379,S. Kagawa,Borussia Dortmund,65,76,48,76,86,74,83,74,88,54,65,82,39,55,80,80,56
380,M. Lanzini,West Ham United,74,70,56,61,87,76,86,84,89,75,75,73,39,76,73,79,27
381,F. Smolov,Lokomotiv Moscow,56,84,70,79,77,78,78,88,66,80,67,74,75,81,84,75,26
382,L. Stindl,Borussia Mönchengladbach,76,79,64,86,78,79,83,74,78,81,73,78,69,83,84,83,59
383,O. Toprak,Borussia Dortmund,49,28,80,47,63,44,71,71,61,62,80,67,78,29,35,59,82
384,D. Perotti,Roma,79,66,57,60,88,72,88,86,78,73,64,73,60,71,78,84,58
385,F. Muslera,Galatasaray SK,15,10,12,10,25,14,23,60,62,25,84,45,68,10,13,58,12
386,B. Höwedes,Lokomotiv Moscow,58,51,83,45,59,38,65,52,61,57,78,61,78,31,51,57,82
387,S. Kjær,Sevilla FC,54,55,82,37,46,52,71,56,58,78,70,76,80,41,31,49,83
388,S. Bender,Bayer 04 Leverkusen,43,39,75,54,58,33,60,65,61,73,73,83,77,62,49,65,83
389,M. Valbuena,Fenerbahçe SK,82,74,48,76,83,82,82,81,92,75,60,73,37,79,76,77,38
390,Pedro León,SD Eibar,91,76,36,68,84,87,85,63,73,84,39,65,63,80,79,82,50
391,K. Boateng,Sassuolo,75,78,74,83,79,81,84,67,68,84,76,68,78,78,79,78,59
392,L. Piszczek,Borussia Dortmund,82,65,74,64,72,80,76,74,66,78,77,77,78,69,73,71,81
393,A. Candreva,Inter,83,73,55,75,82,74,83,77,76,87,35,86,69,82,79,77,61
394,D. Wass,Valencia CF,78,74,67,71,80,83,81,74,63,86,59,90,70,77,73,81,70
395,E. Lamela,Tottenham Hotspur,78,74,69,77,86,83,84,76,74,81,63,78,68,82,79,83,48
396,D. Rose,Tottenham Hotspur,82,57,62,64,80,64,77,79,76,68,75,78,72,67,68,73,77
397,C. Vela,Los Angeles FC,79,81,70,82,83,81,83,78,81,74,68,74,67,80,81,81,31
398,Renato Augusto,Beijing Sinobo Guoan FC,75,65,57,77,82,80,81,66,66,81,49,81,76,81,75,81,75
399,A. Valencia,Manchester United,79,60,62,64,80,70,81,82,78,85,69,79,79,66,73,71,77
400,L. Fabiański,West Ham United,14,13,11,17,14,18,22,50,44,14,68,25,65,20,15,52,14
401,João Moutinho,Wolverhampton Wanderers,77,74,70,76,79,82,82,66,84,76,77,78,63,80,74,80,68
402,Borja Valero,Inter,78,67,60,70,85,78,88,55,80,72,67,69,66,70,70,86,65
403,F. Quagliarella,Sampdoria,66,84,68,87,76,78,81,73,75,87,69,66,76,89,84,77,35
404,B. Gomis,Al Hilal,61,84,82,79,78,61,79,69,58,84,74,68,83,75,79,69,22
405,Manuel Fernandes,Lokomotiv Moscow,79,70,59,69,86,79,83,83,76,81,74,76,71,82,75,81,62
406,H. Herrera,FC Porto,63,68,59,59,76,67,78,71,70,81,66,94,73,78,81,77,83
407,Raffael,Borussia Mönchengladbach,78,78,63,83,87,79,85,74,83,77,70,62,62,74,82,81,43
408,Nani,Sporting CP,80,70,61,75,87,86,86,77,77,85,37,74,62,83,74,79,53
409,J. Milner,Liverpool,86,62,66,76,76,81,79,63,73,82,62,91,71,70,72,79,74
410,J. Mathieu,Sporting CP,79,52,80,61,65,82,62,68,43,80,65,78,89,74,58,58,86
411,Joaquín,Real Betis,86,80,59,68,85,86,83,69,72,74,33,54,64,76,81,84,41
412,M. Gómez,RC Celta,56,85,81,76,76,68,77,61,53,79,73,71,80,76,83,60,35
413,K. Havertz,Bayer 04 Leverkusen,69,72,65,71,81,65,83,77,71,66,69,73,61,66,78,83,28
414,T. Ndombele,Olympique Lyonnais,67,59,56,59,86,67,84,84,83,80,63,78,78,70,70,79,69
415,H. Aouar,Olympique Lyonnais,68,72,54,68,84,78,82,79,81,61,61,79,61,67,73,84,64
416,Carlos Soler,Valencia CF,80,74,56,66,79,69,82,75,70,77,59,78,65,73,77,83,60
417,Odriozola,Real Madrid,81,45,73,48,69,69,77,80,79,58,71,80,63,59,68,63,83
418,M. Almirón,Atlanta United,71,74,43,75,81,74,79,90,64,78,46,85,52,73,74,79,43
419,Welington Dano,Cruzeiro,82,51,69,47,77,83,78,78,81,55,71,89,68,53,72,75,70
420,Everton Andrão,Fluminense,75,58,59,58,75,48,77,69,77,72,67,89,71,64,54,73,80
421,Oyarzabal,Real Sociedad,81,78,44,64,84,69,85,72,70,73,58,71,59,79,80,79,50
422,F. Balbuena,West Ham United,33,31,82,24,47,30,56,56,42,71,73,76,84,34,27,45,82
423,M. Marega,FC Porto,59,80,81,75,62,58,65,87,50,86,74,91,90,74,84,65,51
424,B. Pavard,VfB Stuttgart,66,37,73,57,66,58,77,69,66,60,86,77,74,48,54,66,83
425,W. Ndidi,Leicester City,50,50,76,66,74,58,75,73,67,82,90,92,75,74,67,67,84
426,A. Onana,Ajax,15,12,20,13,26,30,38,64,53,21,80,39,67,17,11,62,12
427,G. Lo Celso,Real Betis,75,73,59,69,81,82,82,72,81,79,64,80,67,75,78,81,61
428,M. Acuña,Sporting CP,87,65,63,68,85,87,82,79,86,83,69,90,84,84,75,78,78
429,Rúben Neves,Wolverhampton Wanderers,75,61,51,74,73,79,80,64,70,83,68,78,70,83,61,83,69
430,Mariano,Real Madrid,50,81,82,70,75,76,72,84,72,85,92,81,79,82,79,63,41
431,Raúl,SC Braga,56,50,86,49,56,37,60,52,52,67,85,75,85,54,46,53,78
432,M. Caldara,Milan,34,36,82,51,62,20,63,65,59,38,76,67,79,20,34,32,85
433,M. Vecino,Inter,71,61,75,62,84,64,84,74,56,78,67,81,75,77,74,81,76
434,T. Bakayoko,Milan,55,37,71,36,76,51,77,67,57,72,76,83,80,50,60,73,71
435,M. Dahoud,Borussia Dortmund,67,60,43,59,85,68,83,78,84,83,76,89,58,78,66,81,72
436,Rafa,SL Benfica,77,66,46,64,86,76,84,91,89,75,58,78,40,61,78,75,23
437,K. Baldé,Inter,75,78,58,68,83,70,85,92,78,78,67,73,76,74,77,72,17
438,G. Rulli,Real Sociedad,12,15,12,16,14,19,15,54,50,24,65,42,73,17,12,58,15
439,F. Armani,River Plate,18,11,19,18,19,14,29,40,34,25,65,28,82,17,18,55,10
440,Rony Lopes,AS Monaco,78,79,38,56,82,76,81,83,86,76,51,70,56,74,78,77,30
441,Santi Mina,Valencia CF,73,82,76,70,81,69,80,77,75,78,74,75,73,74,82,65,48
442,K. Demirbay,TSG 1899 Hoffenheim,72,72,46,59,82,85,84,67,77,75,72,74,67,75,78,81,65
443,Gayà,Valencia CF,82,61,52,58,77,80,81,86,83,62,54,83,61,59,74,72,72
444,André Gomes,Everton,61,65,69,63,80,82,78,68,64,80,58,76,86,71,74,81,75
445,N. Tagliafico,Ajax,75,57,73,38,74,61,74,85,79,66,90,91,63,44,67,68,78
446,M. Sanson,Olympique de Marseille,78,74,69,70,77,75,79,77,69,79,75,79,76,73,77,82,71
447,Pacheco,Deportivo Alavés,12,16,10,13,13,20,14,48,51,21,72,43,72,15,14,45,17
448,E. Can,Juventus,70,60,72,61,76,68,81,69,71,81,76,85,83,75,73,79,82
449,H. Çalhanoğlu,Milan,81,65,53,77,85,92,86,73,77,86,46,76,54,88,75,80,62
450,M. Ginter,Borussia Mönchengladbach,68,55,85,53,62,44,72,55,49,74,65,74,81,46,55,68,82
451,M. Keane,Everton,60,50,81,40,66,53,69,58,62,58,82,68,85,46,29,56,79
452,L. Paredes,0,76,55,60,73,78,79,82,75,77,82,61,79,69,80,74,82,73
453,T. Stepanenko,Shakhtar Donetsk,63,53,69,56,64,60,78,71,73,75,71,82,76,70,54,69,79
454,L. Shaw,Manchester United,82,47,70,54,82,63,80,83,74,65,73,77,75,50,73,69,77
455,Z. Feddal,Real Betis,57,40,79,39,56,36,67,51,33,67,73,64,81,56,48,47,80
456,S. Haller,Eintracht Frankfurt,40,84,80,79,72,52,79,68,53,77,80,72,91,64,84,72,36
457,Bernard,Everton,77,71,59,68,82,73,84,94,96,76,61,68,34,65,72,77,31
458,T. Inui,Real Betis,77,70,41,68,88,85,82,88,93,72,63,76,51,77,75,74,65
459,Portu,Girona FC,63,81,72,72,82,67,83,85,72,77,71,83,71,75,80,77,50
460,M. Batshuayi,Valencia CF,65,82,75,85,78,66,80,77,76,81,80,66,78,75,84,62,37
461,E. Zahavi,Guangzhou R&F; FC,60,83,68,77,81,74,83,73,72,79,74,74,68,76,82,81,30
462,T. Vaclík,Sevilla FC,15,14,19,13,14,17,20,34,53,20,70,35,73,16,15,68,19
463,N. Pope,Burnley,11,14,11,14,15,13,24,50,45,17,72,37,73,15,13,43,14
464,Héctor Bellerín,Arsenal,76,52,60,41,75,63,78,94,77,52,63,84,58,43,67,66,75
465,P. Kadeřábek,TSG 1899 Hoffenheim,86,28,71,57,76,57,77,78,66,66,69,86,79,41,72,68,72
466,J. Butland,Stoke City,11,16,12,12,21,12,36,58,50,29,76,40,79,13,16,40,23
467,J. Vestergaard,Southampton,46,34,87,28,44,41,54,35,28,83,33,54,94,47,46,60,77
468,J. Tarkowski,Burnley,59,36,80,40,66,54,70,55,57,63,82,69,81,38,43,66,79
469,Deulofeu,Watford,75,69,40,68,88,84,86,89,77,72,70,70,54,66,77,76,34
470,E. Dier,Tottenham Hotspur,67,52,82,51,65,60,70,62,38,82,77,78,89,72,53,67,82
471,J. Murillo,Valencia CF,56,37,76,54,58,38,64,75,72,68,89,72,80,13,45,54,77
472,M. Badelj,Lazio,69,54,66,66,72,64,80,55,64,72,58,79,71,74,62,78,79
473,Ismaily,Shakhtar Donetsk,80,60,59,55,83,65,81,84,82,75,59,88,75,73,82,71,77
474,N. Schulz,TSG 1899 Hoffenheim,83,48,54,49,79,59,78,88,73,65,60,79,76,40,73,67,74
475,L. Digne,Everton,82,52,68,45,76,68,82,76,79,77,73,79,69,69,69,72,73
476,M. Uth,FC Schalke 04,67,85,69,74,78,60,78,77,67,85,77,75,67,84,83,71,34
477,Cristian Tello,Real Betis,78,74,47,75,82,81,81,92,79,78,72,73,58,71,74,74,55
478,D. Vida,Beşiktaş JK,65,41,79,36,53,44,66,70,63,54,79,76,77,22,43,50,85
479,L. Muriel,Sevilla FC,62,78,65,75,85,77,83,86,80,80,62,74,80,65,81,73,26
480,V. Aboubakar,FC Porto,57,80,77,81,81,80,80,76,63,81,78,83,85,75,80,81,44
481,A. Oxlade-Chamberlain,Liverpool,78,69,39,58,84,73,84,84,88,80,69,82,72,76,79,81,67
482,S. Aurier,Tottenham Hotspur,83,54,75,47,76,69,79,79,76,71,94,77,74,58,72,71,75
483,J. Matip,Liverpool,54,36,82,50,65,63,69,55,47,66,66,73,77,48,51,72,80
484,Y. Rakitskyi,Shakhtar Donetsk,68,57,69,53,69,75,73,69,73,87,74,82,84,86,53,75,78
485,Sergi Enrich,SD Eibar,70,81,81,82,76,55,80,60,67,77,81,80,83,70,84,72,31
486,A. Yarmolenko,West Ham United,80,77,69,74,86,83,83,69,67,83,61,60,76,83,79,78,37
487,Hugo Mallo,RC Celta,84,28,65,28,69,78,80,71,66,74,82,91,69,39,46,64,69
488,André Almeida,SL Benfica,80,54,74,45,75,77,79,65,60,70,77,84,78,67,66,69,82
489,D. Didavi,VfB Stuttgart,75,80,58,73,81,78,83,70,73,88,76,66,76,87,82,74,36
490,R. Rodríguez,Milan,86,59,64,67,76,82,78,73,70,78,73,77,75,72,68,74,80
491,R. Pereyra,Watford,78,74,60,73,84,78,84,75,73,68,65,77,63,74,76,80,50
492,Mario Gaspar,Villarreal CF,79,68,65,77,73,75,76,76,60,81,73,77,79,69,64,57,81
493,Maicon,Galatasaray SK,70,40,83,29,55,70,60,52,45,85,71,70,90,67,44,52,82
494,D. Blind,Ajax,81,46,72,62,73,84,80,62,75,68,72,83,74,62,66,76,78
495,J. Zoet,PSV,17,12,19,19,15,13,34,57,42,25,57,40,65,17,11,57,25
496,A. Ljajić,Beşiktaş JK,72,69,48,74,87,80,86,82,79,76,63,60,58,78,75,78,39
497,Canales,Real Betis,79,77,38,63,81,81,80,67,69,71,36,55,56,78,81,82,60
498,Iago Falqué,Torino,78,75,53,69,84,80,85,79,85,70,36,74,53,75,80,78,54
499,L. de Jong,PSV,66,79,93,83,66,63,76,53,59,84,81,83,84,69,84,69,44
500,Guaita,Crystal Palace,35,11,20,13,16,32,24,51,48,45,68,41,62,15,13,52,23
501,Muniain,Athletic Club de Bilbao,74,76,43,63,86,78,83,83,94,61,73,64,46,72,80,77,58
502,Susaeta,Athletic Club de Bilbao,88,69,52,62,85,83,84,78,74,80,65,68,58,75,74,84,57
503,S. Rudy,FC Schalke 04,73,63,59,66,78,82,82,69,75,73,65,77,66,73,72,80,81
504,K. Trapp,Eintracht Frankfurt,13,13,11,12,10,14,24,45,37,22,75,45,73,13,12,46,15
505,V. Wanyama,Tottenham Hotspur,62,61,71,60,68,62,75,54,65,79,79,78,92,60,63,64,78
506,N. Nkoulou,Torino,60,33,77,64,68,37,74,72,78,58,83,63,74,46,54,63,79
507,R. Boudebouz,Real Betis,82,77,45,73,81,83,80,75,78,78,61,68,61,76,75,85,55
508,Camacho,VfL Wolfsburg,50,58,83,52,64,62,75,63,63,76,85,79,75,54,66,76,78
509,S. Ulreich,FC Bayern München,14,12,8,13,13,12,22,41,39,24,66,29,41,11,8,42,16
510,M. Musacchio,Milan,55,40,76,36,65,53,67,69,68,57,83,68,76,53,50,64,84
511,C. Stuani,Girona FC,68,80,87,74,78,66,79,70,62,79,83,81,78,75,82,69,45
512,P. Gulácsi,RB Leipzig,16,10,23,10,19,18,25,42,50,23,67,35,68,12,11,36,25
513,Bruno,Villarreal CF,60,66,61,48,74,72,78,34,60,80,58,50,72,76,69,85,81
514,F. Delph,Manchester City,74,64,60,59,77,72,82,75,86,82,67,87,65,75,72,73,77
515,A. Lallana,Liverpool,74,72,67,72,84,77,85,70,75,72,70,77,64,71,75,83,61
516,Marcelo,Olympique Lyonnais,36,48,83,42,51,39,65,54,47,76,81,85,90,30,39,57,80
517,S. Coleman,Everton,82,61,69,64,79,42,78,77,74,75,71,77,69,66,75,70,78
518,Alexandre Pato,Tianjin Quanjian FC,68,80,69,75,81,81,80,84,69,76,78,67,72,73,79,66,35
519,Antunes,Getafe CF,81,56,69,69,74,82,80,76,76,87,63,85,68,84,70,66,68
520,Nacho Monreal,Arsenal,76,55,72,58,73,74,77,72,73,74,74,74,65,61,66,66,80
521,Beñat,Athletic Club de Bilbao,80,69,47,61,72,83,80,64,73,87,59,77,70,76,77,84,63
522,A. Fernández,Beijing Renhe FC,70,69,59,57,78,65,81,69,79,74,59,75,73,73,78,81,68
523,K. Gameiro,Valencia CF,70,78,67,78,75,76,79,86,77,82,85,75,64,73,85,75,50
524,I. Piatti,Montreal Impact,69,81,54,77,86,80,84,77,81,83,31,89,73,80,83,77,61
525,V. Birsa,Chievo Verona,78,62,60,73,84,78,86,70,68,84,68,72,77,83,75,82,68
526,S. Romero,Manchester United,11,14,12,17,12,12,40,47,44,14,63,35,75,11,11,55,14
527,D. Criscito,Genoa,82,56,69,62,72,72,73,78,65,68,80,89,73,59,68,75,84
528,D. Valeri,Portland Timbers,78,80,70,75,78,80,82,62,73,85,68,82,63,84,84,82,39
529,D. Sturridge,Liverpool,62,83,70,73,79,62,80,72,64,82,70,55,66,79,81,74,11
530,Raúl García,Athletic Club de Bilbao,78,79,90,55,78,72,85,47,64,85,76,74,82,86,85,83,69
531,S. Defour,Burnley,77,67,62,70,78,78,80,67,79,76,70,77,68,74,73,80,79
532,M. Škrtel,Fenerbahçe SK,39,35,83,43,46,33,57,49,52,46,73,76,86,35,33,28,77
533,S. Radu,Lazio,67,55,70,51,66,45,69,70,67,79,65,69,74,74,55,60,86
534,G. Cahill,Chelsea,28,56,85,47,56,48,61,42,47,63,80,61,79,64,45,56,83
535,L. Diarra,Paris Saint-Germain,60,38,59,37,73,57,80,69,87,74,76,85,68,67,50,73,78
536,L. Perrin,AS Saint-Étienne,65,55,81,44,62,59,73,62,72,65,81,73,78,61,58,63,77
537,Dante,OGC Nice,58,47,80,44,57,51,74,38,64,64,65,62,81,53,41,62,82
538,A. Granqvist,0,49,51,81,37,49,36,63,46,36,74,64,67,83,59,54,49,82
539,A. Gignac,Tigres U.A.N.L.,72,83,78,78,73,77,73,73,55,84,72,71,89,79,80,72,33
540,M. Gómez,VfB Stuttgart,60,81,82,73,72,68,71,63,50,82,76,60,86,74,83,62,40
541,I. Akinfeev,PFC CSKA Moscow,19,13,18,10,15,19,22,51,45,24,62,35,72,13,11,59,18
542,I. Denisov,Lokomotiv Moscow,67,61,59,60,73,62,78,67,76,71,70,86,64,63,64,72,81
